기업,연도,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,이익잉여금,자본총계,매출액,영업이익,당기순이익
코오롱티슈진,2018,140003612,7229579,147233191,11620406,12825552,24445958,2397,-133443817,122787233,3440200,-29937807,-29324152
코원플레이,2017,19500064145,2625458295,22125522440,2377581626,34043400,2411625026,7008300000,329245266,19713897414,30676038966,267138183,181469258
코원플레이,2020,48784053926,5273732097,54057786023,25526159168,143373754,25669532922,9860112500,-2338040515,28388253101,17509559484,352752492,296575517
코원플레이,2019,18675444853,2485612112,21161056965,2907916077,880950799,3788866876,7068300000,-2635667552,17372190089,19805335401,-3572681847,-3367746753
코원플레이,2018,20281729938,2055625862,22337355800,2076129486,44009961,2120139447,7008300000,732079201,20217216353,25727900849,-3104776266,-1004766065
코웰패션,2018,,,,,,,,,,,,
코위버,2017,56802532877,61549181089,1.18E+11,18540497284,5469719682,24010216966,4898400000,77315658420,94341497000,54336132081,6028394478,6511898583
코위버,2020,89155199266,62283845696,1.51E+11,26805264377,2741415282,29546679659,,,1.22E+11,80925043221,3206842848,5599131777
코위버,2019,86165641064,78705135212,1.65E+11,42699968048,3526111456,46226079504,,,1.19E+11,1.13E+11,11715871694,20638977424
코위버,2018,59181449666,70195342855,1.29E+11,26251952436,3485290436,29737242872,,,99639549649,55093571688,-842822917,6198516280
코윈테크,2020,89551990599,37728660525,1.27E+11,27660801118,204370232,27865171350,4625746000,31814200534,99415479774,45354760701,628572854,2545914576
코윈테크,2019,89227829150,25990155565,1.15E+11,11802359691,9179158,11811538849,4558823500,33529040548,1.03E+11,91102338996,20846672212,17134445045
코윈테크,2018,26739686493,13651693321,40391379814,12759847445,6507784106,19267631551,3500000000,16744595503,21123748263,76831920541,10508932120,10339405935
코이즈,2017,17075926044,28600245330,45676171374,21152979074,1982867821,23135846895,5266420000,5480440282,22540324479,26389826260,-7529257378,-9490220996
코이즈,2020,18189202326,22281251531,40470453857,13068678990,11777800899,24846479889,7705758500,-6244052668,15623973968,36952740146,-1953529996,-2667706055
코이즈,2019,17916282837,23180300078,41096582915,17505700656,5359830546,22865531202,7705758500,-3614452439,18231051713,35464085830,-2819177118,-993724828
코이즈,2018,14887485759,31560862752,46448348511,27274721216,3660185691,30934906907,5266420000,-2495144783,15513441604,19147494251,-7407617382,-7976900168
코콤,2017,56083031711,72807654138,1.29E+11,19336671692,7274829920,26611501612,8765250000,77589758408,1.02E+11,1.43E+11,12701364385,10724203878
코콤,2020,71821287225,79447168808,1.51E+11,20094924052,8701520288,28796444340,8765250000,97782701951,1.22E+11,1.19E+11,10870078156,7277825185
코콤,2019,73917416809,73504663385,1.47E+11,21963200249,7578833775,29542034024,8765250000,93190734207,1.18E+11,1.34E+11,13342571089,8217882876
코콤,2018,74380442255,73239739202,1.48E+11,26775321808,7760999643,34536321451,8765250000,88394511706,1.13E+11,1.64E+11,17196078341,13874939071
코텍,2018,,,,,,,,,,,,
코프라,2017,1.07E+11,35390973998,1.42E+11,43389388736,761915711,44151304447,10557817000,63662399809,98141560127,1.35E+11,8350469258,5587986196
코프라,2020,1.15E+11,35716033977,1.50E+11,30899676715,845356139,31745032854,10557817000,86070422679,1.19E+11,1.51E+11,11544639505,12741803502
코프라,2019,1.19E+11,37760625999,1.56E+11,45863299394,1434845108,47298144502,10557817000,74262232713,1.09E+11,1.83E+11,9139428476,8961752072
코프라,2018,1.27E+11,39912101990,1.67E+11,64753768124,924046282,65677814406,10557817000,67005289091,1.02E+11,1.61E+11,6328708376,4842683496
콜마비앤에이치,2018,,,,,,,,,,,,
쿠콘,2018,,,,,,,,,,,,
퀀타매트릭스,2020,55625080014,5927035769,61552115783,2124835150,2028466782,4153301932,7327462000,-1.24E+11,57398813851,1689320642,-14831329233,-14658635374
퀀타매트릭스,2019,27819288261,5370644503,33189932764,1880809581,2030147209,3910956790,6172662000,-1.10E+11,29278975974,811384315,-14574115460,-63811125984
퀀타매트릭스,2018,28447507025,3287139399,31734646424,39308237897,32654230346,71962468243,510436500,-45507477655,-40227821819,84942727,-11090130072,-15512099358
큐라클,2018,,,,,,,,,,,,
큐렉소,2017,19594456726,55957469952,75551926678,4800006134,61078816,4861084950,,,,33483881993,556425294,-16884517860
큐렉소,2020,39064295307,9814402301,48878697608,3409252923,674765608,4084018531,16701530500,-1.30E+11,44794679077,39281591877,519618507,416632063
큐렉소,2019,35923547856,11201829158,47125377014,2521687868,623754931,3145442799,16678626500,-1.30E+11,43979934215,34388092880,-4315230736,-25918256722
큐렉소,2018,39603310130,33735461272,73338771402,3268487860,41193337,3309681197,16678626500,-1.04E+11,70029090205,33889685077,-3843912173,-29420160861
큐로컴,2017,17450066503,1.00E+11,1.18E+11,37511577017,4599238763,42110815780,52230768000,-1.07E+11,75598988000,12683664481,-5227211999,-27157069057
큐로컴,2020,12761535416,70075082752,82836618168,28176108834,5321737438,33497846272,59733444500,-1.60E+11,49338771896,9815439519,-6356282392,-16464711600
큐로컴,2019,4942837818,91534828712,96477666530,51746815889,7260682608,59007498497,54829840500,-1.49E+11,37470168033,9947142614,-7910780673,-23918485385
큐로컴,2018,9311855091,84737952841,94049807932,28368920082,4981329974,33350250056,54570004000,-1.31E+11,60699557876,13915366906,-10516842416,-29021439491
큐로홀딩스,2017,12832123761,42029223150,54861346911,11706347587,13609479724,25315827311,30096611000,-81141463232,29545519600,15357486345,-6855751255,-39672302048
큐로홀딩스,2020,26640029520,33581443933,60221473453,16315473214,6938635913,23254109127,60300397500,-1.05E+11,36967364326,34148500678,248030859,-11566586231
큐로홀딩스,2019,14138936101,35095159658,49234095759,17107803645,6898574073,24006377718,39676712500,-95708432317,25227718041,25752113904,782259144,-9124033624
큐로홀딩스,2018,21567915262,30061416010,51629331272,22256380456,6662256991,28918637447,30796611000,-88970010309,22710693825,25216641532,-569077369,-12287436733
큐리언트,2017,15187091215,491003202,15678094417,1132507537,13151273,1145658810,3783096000,-54541303781,14532435607,,-12723839447,-12196200133
큐리언트,2020,58751811845,2058934090,60810745935,2696125109,1155984627,3852109736,5762492000,-1.15E+11,56958636199,,-21024930152,-20773087713
큐리언트,2019,18909326640,1604210262,20513536902,2494501179,640569833,3135071012,4865963500,-93716155013,17378465890,,-23169936084,-22697843924
큐리언트,2018,42368976403,827065978,43196042381,3726548310,64273242,3790821552,4836513500,-70920194438,39405220829,,-16687561299,-16415136844
큐브엔터,2017,16493660975,5642471166,22136132141,5699185476,648951326,6348136802,,,15787995339,24416090096,211106805,-979000023
큐브엔터,2020,37475840124,21373637222,58849477346,12191702129,9441376603,21633078732,3451883800,-6177201595,37216398614,36938498752,537392369,-624538048
큐브엔터,2019,15659460099,16343208887,32002668986,9288895870,5098132136,14387028006,2657376700,-5971412132,17615640980,29829671581,960751722,986622964
큐브엔터,2018,18630418898,10199213203,28829632101,11227282951,877442680,12104725631,2657376700,-6859078876,16724906470,34459463906,1930704390,1101720145
큐에스아이,2017,27753761757,27270663397,55024425154,2046961269,412431018,2459392287,4139115000,30938858217,52565032867,22628424401,1067004835,751450249
큐에스아이,2020,32235231445,42261710337,74496941782,11183355072,8682094902,19865449974,4139115000,31007562508,54631491808,23003429960,430911832,135835672
큐에스아이,2019,28470395241,29992021719,58462416960,3493781505,476886699,3970668204,4139115000,31034432076,54491748756,22679508894,416541154,1104174238
큐에스아이,2018,23382270936,31173378797,54555649733,2696023119,378601289,3074624408,4139115000,30175909987,51481025325,18823761259,-1053320339,-353385474
큐캐피탈,2018,,,,,,,,,,,,
크레버스,2017,43158367546,1.02E+11,1.46E+11,49941434945,12007066465,61948501410,,10394151576,83658098327,1.47E+11,13976955910,6823147449
크레버스,2020,80625723721,1.29E+11,2.10E+11,77499608359,28769921194,1.06E+11,,9833428962,1.03E+11,1.80E+11,16921170474,8638270258
크레버스,2019,58226461637,1.35E+11,1.93E+11,80636204873,25229747806,1.06E+11,,11036489985,87525101585,1.75E+11,22641000500,11197344523
크레버스,2018,45900138047,1.20E+11,1.66E+11,65993597856,11068559688,77062157544,,10582698091,89247244509,1.53E+11,15774064694,10166296071
크로바하이텍,2017,29088452128,28638832972,57727285100,23000471015,2835302675,25835773690,6500000000,7794338369,31891511410,57549187184,-1046795647,-883648039
크로바하이텍,2020,8506680445,12953092092,21459772537,5945402418,1380021122,7325423540,12382779000,-38202080627,14134348997,27241419938,-2908111035,-3440341097
크로바하이텍,2019,8498488246,14604616132,25656802595,10958420641,706240820,11664661461,11650000000,-34882027423,13992141134,35255694065,-4647103711,-8857421982
크로바하이텍,2018,22119559543,41587635059,63707194602,37648087601,2461990445,40110078046,11650000000,-25904317548,23597116556,46795015750,-7088956474,-33698655917
크루셜텍,2017,1.53E+11,96059558531,2.49E+11,1.52E+11,12097108341,1.64E+11,29267892500,-68313702358,85086555249,1.73E+11,-39569895673,-63733421981
크루셜텍,2020,34493060005,25492942376,59986002381,13655648308,5515079793,19170728101,20961315000,-1.25E+11,40815274280,47637042183,-20895880044,-16143349120
크루셜텍,2019,53538268630,53523683692,1.07E+11,62858042912,615833975,63473876887,65767892500,-1.67E+11,43588075435,65079351003,-29142185303,-45131058341
크루셜텍,2018,92661476496,59368856888,1.52E+11,57651940714,8999281479,66651222193,65767892500,-1.22E+11,85379111191,83675066253,-29956631208,-53631813567
크리스에프앤씨,2020,2.04E+11,1.09E+11,3.14E+11,72026386041,1390414677,73416800718,11715480000,1.98E+11,2.40E+11,2.92E+11,49821538176,38619198757
크리스에프앤씨,2019,1.85E+11,92753422052,2.77E+11,57072071680,3204226411,60276298091,11715480000,1.64E+11,2.17E+11,2.59E+11,37707650708,24828970917
크리스에프앤씨,2018,1.90E+11,82291667529,2.72E+11,65232247914,1990000000,67222247914,11715480000,1.43E+11,2.05E+11,2.58E+11,43599453840,33019995241
크리스탈신소재,2017,1025289762,440329882,1465619644,127053621,20524935,147578556,218898329,801352549,1318041088,426778293,204568376,169466474
크리스탈신소재,2020,838124331,1096313286,1934437617,183359380,21935747,205295127,218898329,1211750322,1729142490,531593530,181972960,130125954
크리스탈신소재,2019,876077020,926518116,1802595136,178787098,24793002,203580100,218898329,1080830523,1599015036,501794240,169263314,133842341
크리스탈신소재,2018,1125271168,589984698,1715255866,232102138,19955527,252057665,218898329,946509662,1463198201,456949398,189363235,151157112
크리스탈지노믹스,2017,34493003311,84972134274,1.19E+11,16967135778,10911085258,27878221036,13567546500,-97404666544,91586916549,12175117573,-6411018187,-8575453171
크리스탈지노믹스,2020,1.81E+11,1.36E+11,3.17E+11,71362645172,25182372406,96545017578,23081607000,42379731576,2.20E+11,30223479985,-10140597004,-12011959839
크리스탈지노믹스,2019,2.38E+11,1.41E+11,3.79E+11,1.35E+11,19374165413,1.54E+11,21064517000,-1.28E+11,2.25E+11,14006559473,-10560240961,-38091103252
크리스탈지노믹스,2018,1.67E+11,90161875094,2.57E+11,10258104339,62194546124,72452650463,20889211500,-90259938182,1.84E+11,13887490840,1756370651,6907591479
크린앤사이언스,2017,40988670404,24683464444,65672134848,23724930644,10160930629,33885861273,,22253439401,31786273575,77107946913,6293671717,4712747136
크린앤사이언스,2020,72651386422,68460790200,1.41E+11,46500354164,41312687227,87813041391,,45693456591,53299135231,1.50E+11,18908382387,13380845146
크린앤사이언스,2019,60597079179,55343690800,1.16E+11,40411236053,33307217372,73718453425,,33732798248,42222316554,1.18E+11,10881744879,8117118201
크린앤사이언스,2018,50070600331,31267895488,81338495819,25977659738,18645345142,44623004880,,27854958579,36715490939,95238575255,8116682451,6852364263
클라우드에어,2017,69502574827,25644206655,95146781482,25174110824,1044297590,26218408414,26254825000,-8283480337,68928373068,16593461728,1480649860,-855751580
클라우드에어,2020,79418025021,25806630205,1.05E+11,17997212735,2958494965,20955707700,45121437000,-35177115296,84268947526,13574213725,-992056654,-11564598169
클라우드에어,2019,54285478738,47959603191,1.02E+11,10700933592,3230648104,13931581696,39116090000,-24701854968,88313500233,13489258844,-9526746,-13773633320
클라우드에어,2018,84946855104,26501029106,1.11E+11,34355252750,1314962102,35670214852,29471648000,-10720508619,75777669358,14413626051,717303397,-2337633330
클래시스,2018,,,,,,,,,,,,
클리노믹스,2020,33225072498,10535005193,43760077691,2533347180,1307181600,3840528780,1331514100,-23285519836,39919548911,9820006963,-12258809761,-13146601162
클리노믹스,2019,20396617944,6538989830,26935607774,2258691203,19627214002,21885905205,907088700,-10431688287,5049702569,4101115062,-4492065268,-5760155545
클리노믹스,2018,4005387288,3341921091,7347308379,1616168998,1223740108,2839909106,889045300,-4657808420,4507399273,2053534999,-2022470418,-2215638093
클리오,2017,1.83E+11,49688060411,2.33E+11,81305276293,6986608059,88291884352,8474047500,75537671552,1.45E+11,1.94E+11,10869805020,7932679254
클리오,2020,1.14E+11,1.01E+11,2.15E+11,49623086844,12321725482,61944812326,8575044000,85062921172,1.53E+11,2.18E+11,6228357793,9585394245
클리오,2019,1.41E+11,95993106498,2.37E+11,76177163727,15176461653,91353625380,8483947500,78496154730,1.45E+11,2.50E+11,18598523645,2942264888
클리오,2018,1.18E+11,70981843885,1.89E+11,39390932118,8033920627,47424852745,8483947500,74896019727,1.41E+11,1.87E+11,-1575316785,995771354
키네마스터,2017,14741047552,1879767329,16620814881,2772098887,343985710,3116084597,3508455500,8080406164,13504730284,10098222014,-3364000742,-4289607898
키네마스터,2020,14140073266,2398963519,16539036785,1371764512,891076019,2262840531,6773153500,8662867882,14276196254,29805446620,4103712826,2458255409
키네마스터,2019,12303416025,2045431201,14348847226,1277054285,541147699,1818201984,3508455500,6880973206,12530645242,19423411013,317948106,61730664
키네마스터,2018,12357568849,1659231472,14016800321,902067688,754298560,1656366248,3508455500,6948719976,12360434073,12796769928,-3123903022,-3144983982
키이스트,2017,63841809520,42488003452,1.06E+11,25036132187,2765823009,27801955196,7745346900,-1112925171,78527857776,1.06E+11,983966193,162441261
키이스트,2020,37776810241,32291801415,70068611656,27914914120,527892476,28442806596,8535683000,-7239445158,41625805060,48110630557,1667575885,8738171503
키이스트,2019,60579844444,47781373537,1.08E+11,21406930882,18940431791,40347362673,8535683100,-16502756546,68013855308,39383668607,-2138535541,-10713545959
키이스트,2018,50611373485,51959290607,1.03E+11,22490967403,3260737923,25751705326,8517562500,-7980758822,76818958766,37847084699,-2923643805,-8432346599
타이거일렉,2017,23278274300,21646507057,44924781357,3558752382,1808956204,5367708586,,24511704940,39557072771,33444169276,4686833387,3768651171
타이거일렉,2020,23398548343,44726680348,68125228691,18367107031,1522452614,19889559645,3157145000,33190301215,48235669046,43551647270,5851407050,4424868679
타이거일렉,2019,27855935005,32623878713,60479813718,14911491754,1908031497,16819523251,3157145000,28614922636,43660290467,35062582648,1460860681,1612869666
타이거일렉,2018,22014536753,24917000071,46931536824,3242551317,1849133076,5091684393,3157145000,26794484600,41839852431,33746372534,2360779934,2171811434
탑엔지니어링,2018,,,,,,,,,,,,
탑코미디어,2017,32439138407,4853744389,37292882796,9635569890,150140577,9785710467,5625000000,11854209866,27507172329,47048591959,-10845023183,-10505149624
탑코미디어,2020,24083569088,365444004,24449013092,4089201351,160851864,4250053215,5625000000,4589965331,20198959877,19966274150,-3473429423,-4260168043
탑코미디어,2019,29293909343,263412541,29557321884,4986617442,37395832,5024013274,5625000000,8924314064,24533308610,32429047462,-4476577776,-4326467371
탑코미디어,2018,38468828529,198238101,38667066630,9702776147,30000000,9732776147,5625000000,13290107381,28934290483,44502967674,2119448336,1465396046
태광,2018,,,,,,,,,,,,
태양,2018,,,,,,,,,,,,
태웅,2018,,,,,,,,,,,,
태웅로직스,2020,91515658648,31110098005,1.23E+11,59276535558,4170154074,63446689632,1953679200,36590086265,59179067021,3.41E+11,14653355866,7936558351
태웅로직스,2019,73625607906,13875603644,87501211550,45493567655,737748345,46231316000,1765000000,29648550336,41269895550,2.86E+11,14980613396,9561671017
태웅로직스,2018,54911455406,11386182688,66297638094,44476620525,338989234,44815609759,1500000000,21535086875,21482028335,2.44E+11,11688333083,7317989602
테고사이언스,2017,24438197865,23950559601,48388757466,11714261684,104309110,11818570794,1967717000,6652709637,36570186672,8642115137,2086794975,-6273278052
테고사이언스,2020,28098598378,22303051655,50401650033,1323365666,104542162,1427907828,4042817000,6733375343,48973742205,8789100353,1575381646,1827771514
테고사이언스,2019,26404753725,22164337265,48569090990,709433735,31588394,741022129,4042817000,4881259533,47828068861,6346019334,345959810,831874932
테고사이언스,2018,25180559351,22381573073,47562132424,861515227,0,861515227,4037317000,4025682433,46700617197,7850219494,872812349,-1860194352
테라사이언스,2017,29119750341,21925409978,51045160319,39883336203,539571515,40422907718,3562736800,-1747921805,10622252601,24030813042,-159476514,-2329327418
테라사이언스,2020,21292558303,28867241697,50159800000,12951197443,9973388786,22924586229,6255350400,-14461170493,27235213771,16087225230,-1077634266,-8418481281
테라사이언스,2019,11493754249,38980675998,50474430247,9628288924,14166550144,23794839068,5539598000,-6351650036,26679591179,16194065341,-2944449042,-2755497215
테라사이언스,2018,9938812914,20977441632,47627853024,22687953972,580778417,23268732389,5218184000,-3750093371,24359120635,19572115867,328923788,-1989123413
테라셈,2017,7168550207,8094411698,15262961905,4146746423,712602619,4859349042,6983170000,-3103671339,10403612863,8057152737,-5176791097,-6283882211
테라셈,2020,6445561820,49457014062,55902575882,10269345880,18820053105,29089398985,10581574000,-17761468350,26813176897,17514016436,-509190840,-3163314700
테라셈,2019,12557930184,13769394756,26327324940,10702434649,4020580654,14723015303,10581574000,-14598153650,11604309637,12349999390,-4184456374,-5021197508
테라셈,2018,5788634315,14084421825,19873056140,11308598159,3117886082,14426484241,6983170000,-9576956142,5446571899,8763791565,-6523300544,-6473284803
테라젠이텍스,2017,80570091422,64851255676,1.45E+11,38817381815,12954482959,51771864774,15177666000,-19177474012,93649482324,1.08E+11,205856814,1151420669
테라젠이텍스,2020,96337066091,4.39E+11,5.35E+11,65239833301,85901850973,1.51E+11,16207217500,6423341529,3.84E+11,1.43E+11,-6293009166,-9079382857
테라젠이텍스,2019,1.10E+11,1.31E+11,2.41E+11,72261240971,23910539474,96171780445,15514978500,14292458313,1.45E+11,1.38E+11,3705497559,43967005662
테라젠이텍스,2018,1.05E+11,69662665953,1.75E+11,50570851814,34320439291,84891291105,15457571500,-29226082801,89786232366,1.17E+11,-3923990590,-9955199528
테스,2018,,,,,,,,,,,,
테스나,2017,31288509829,64934107867,96222617696,22600026030,6623974455,29224000485,3425000000,51138912500,66998617211,47188712672,9865041746,8992437671
테스나,2020,60440720162,3.96E+11,4.56E+11,1.46E+11,86771738688,2.32E+11,8540124500,1.25E+11,2.24E+11,1.33E+11,30560315153,37227267696
테스나,2019,1.51E+11,1.92E+11,3.43E+11,67653160892,1.12E+11,1.79E+11,4005168000,87981592697,1.63E+11,96831032526,24185179805,21415215347
테스나,2018,36427255257,75189674783,1.12E+11,20079435354,10087559722,30166995076,3425000000,66364465971,81449934964,65267822584,18749881452,16231655144
테크윙,2017,1.76E+11,1.67E+11,3.42E+11,1.50E+11,39506323984,1.90E+11,9264399500,1.03E+11,1.53E+11,2.23E+11,41515988469,39386784981
테크윙,2020,1.92E+11,2.24E+11,4.16E+11,1.39E+11,61061908495,2.00E+11,9723110000,1.53E+11,2.16E+11,2.28E+11,37910274782,32928361791
테크윙,2019,1.69E+11,2.10E+11,3.79E+11,1.20E+11,70604783139,1.91E+11,9723110000,1.27E+11,1.89E+11,1.87E+11,24400095096,11319610244
테크윙,2018,1.48E+11,1.88E+11,3.36E+11,1.21E+11,50932673493,1.72E+11,9477583000,1.19E+11,1.64E+11,1.94E+11,25092949263,18560595798
텔레칩스,2017,75544326971,47618875232,1.23E+11,24054966743,17150052099,41205018842,5315489000,71856810103,81958183361,1.23E+11,6334056372,1541272092
텔레칩스,2020,85917993692,80118079689,1.66E+11,31033328838,42554435998,73587764836,6752955500,74043738572,92448308545,1.01E+11,-8475004160,-9413095084
텔레칩스,2019,80310604616,75429829834,1.56E+11,30366816836,22399653853,52766470689,6752955500,84579568272,1.03E+11,1.32E+11,7646361964,8315944072
텔레칩스,2018,73992341946,63941184102,1.38E+11,23242153010,17696423406,40938576416,6752955500,79260597271,96994949632,1.26E+11,8154892485,9218032480
텔레필드,2017,39088862698,15747357405,54836220103,23757271988,5506386250,29263658238,3478520000,17946295598,25572561865,37433073144,895288745,635728115
텔레필드,2020,49851708259,12597562361,62449270620,31904371615,9817760518,41722132133,4587937500,3528885214,20727138487,40001115519,-5757957676,-6879468412
텔레필드,2019,43312954979,14907231100,58220186079,29851439098,1151314356,31002753454,4548523500,10346416551,27217432625,56538905429,5688535287,4888414857
텔레필드,2018,34558458844,14883250208,49441709052,14178035895,12920194166,27098230061,4548523500,5608852690,22343478991,30225785226,-10868115490,-12793006276
텔콘RF제약,2017,51679950270,1.58E+11,2.10E+11,69753812912,4767385890,74521198802,7270798200,7229728002,1.35E+11,41774342286,-12081152945,-19841467954
텔콘RF제약,2020,40257028788,1.45E+11,1.85E+11,90921359503,2655765251,93577124754,8750901200,-1.03E+11,91475484036,33141153910,-2089916124,-42026505207
텔콘RF제약,2019,32592795468,96893905589,1.29E+11,14603107575,1758751695,16361859270,8527702800,-62318890310,1.13E+11,52478096803,3126768429,-54961722493
텔콘RF제약,2018,25623916138,1.56E+11,1.82E+11,26335723383,7300345,26343023728,8233008300,-7509106377,1.55E+11,57708456068,-7874448216,-15174104762
토박스코리아,2018,,,,,,,,,,,,
토비스,2017,1.66E+11,98589223917,2.64E+11,98131456232,244844555,98376300787,8358529000,1.21E+11,1.66E+11,5.23E+11,20620529322,12963096578
토비스,2020,1.69E+11,1.12E+11,2.81E+11,90920491930,5842964917,96763456847,8358529000,1.46E+11,1.84E+11,2.73E+11,-5586800107,-6616889976
토비스,2019,1.82E+11,99267781361,2.81E+11,85169860067,1911614776,87081474843,8358529000,1.56E+11,1.94E+11,4.19E+11,30657766201,22081821963
토비스,2018,1.87E+11,1.06E+11,2.93E+11,1.13E+11,2572896273,1.16E+11,8358529000,1.37E+11,1.77E+11,4.30E+11,28506963456,19677903018
토탈소프트,2017,6029490316,10158940323,16188430639,2516293820,7453107871,9969401691,4279020000,1245326670,6219028948,9746423176,413724519,327225624
토탈소프트,2020,13439149949,10697134138,24136284087,4956548902,5733277152,10689826054,4279020000,8455606854,13446458033,12143403888,2552360233,2225044427
토탈소프트,2019,11123158333,10240807969,21363966302,3876759745,6254120696,10130880441,4279020000,6243810918,11233085861,11817221783,2429507566,2577419408
토탈소프트,2018,9746599834,10622835103,20369434937,4247041517,7248111449,11495152966,4279020000,3889228785,8874281971,11629587670,1952851079,2802448110
톱텍,2017,3.51E+11,94490914431,4.45E+11,1.09E+11,8450927408,1.18E+11,18175562000,2.45E+11,3.27E+11,1.14E+12,2.12E+11,1.49E+11
톱텍,2020,2.56E+11,2.16E+11,4.72E+11,59750734798,5161072667,64911807465,19147956000,2.68E+11,4.07E+11,3.22E+11,28865077719,13832575570
톱텍,2019,2.75E+11,1.76E+11,4.51E+11,1.07E+11,2088801758,1.09E+11,18534460500,2.61E+11,3.42E+11,1.67E+11,-6564372019,210762299
톱텍,2018,2.85E+11,1.08E+11,3.93E+11,43622028025,5323709373,48945737398,18534460500,2.63E+11,3.44E+11,3.09E+11,8227064955,17690790585
투비소프트,2017,30265847989,65867831339,96133679328,49331342449,292843196,49624185645,9012246500,-9296314956,46509493683,39454564649,-10006674480,-25647764017
투비소프트,2020,27517658909,36562819913,64080478822,17647498326,7974144588,25621642914,18556763000,-77480761169,38458835908,38811176495,-1985097224,-26188068939
투비소프트,2019,42693791098,43471730913,86165522011,37551173823,888880681,38440054504,13351492500,-51987496557,47725467507,40782023907,-10802300116,-21468230359
투비소프트,2018,49221824160,56530228975,1.06E+11,35559397652,10486173047,46045570699,12188228000,-31839698626,59706482436,41118775748,-9452648670,-25175736403
툴젠,2020,20423981595,9637645065,30061626660,1806566087,1272547624,3079113711,3361287500,-57299589629,26982512949,713092877,-14781528871,-14697763778
툴젠,2019,22428325511,7436955952,29865281463,1890610553,1204911992,3095522545,3258124500,-42601028288,26769758918,1125062520,-16134583291,-15781377403
툴젠,2018,32368230379,6370887843,38739118222,1543898151,209367726,1753265877,3218399500,-26672451294,36985852345,1156831630,-8331617014,-8056827181
트루윈,2017,22447711686,37944459799,60392171485,32009303939,11039830000,43049133939,5019357000,-19921390534,17343037546,35388139001,-2484733037,-6600298846
트루윈,2020,60280641221,35409712345,95690353566,39004834969,20231724670,59236559639,6724576000,-23653609327,36453793927,37666650197,1301376131,632812213
트루윈,2019,19486841516,36756231183,56243072699,25017036721,6389788482,31406825203,5985530500,-24286421540,24836247496,29558743082,-3230131258,-3176089902
트루윈,2018,12948984020,39450239415,52399223435,23283140829,7092450600,30375591429,5521709000,-21110331638,22023632006,0,0,0
트윔,2018,,,,,,,,,,,,
특수건설,2017,88022525797,29579996181,1.18E+11,38801666632,13609284535,52410951167,4997407000,30583670637,65191570811,1.31E+11,2666818930,437416536
특수건설,2020,1.08E+11,68363658660,1.76E+11,60060051248,24537847146,84597898394,7812863000,32759234859,91326687909,1.99E+11,3520917173,2386859175
특수건설,2019,1.04E+11,68409795092,1.72E+11,61042811098,24651552867,85694363965,7602559000,29510306533,86509148100,1.93E+11,894458351,784652537
특수건설,2018,1.08E+11,40166722778,1.48E+11,47844116233,14791374227,62635490460,7497407000,29711867116,85273275443,1.86E+11,1119721362,709870501
티라유텍,2020,14579150257,18550418207,33129568464,5086769524,2002750025,7089519549,543375000,7081025934,26040048915,34623053432,-1330949768,-1082088870
티라유텍,2019,22242797264,12541080666,34783877930,4341326290,2008811517,6350137807,543375000,8177407345,28433740123,28539531044,2220862437,2616115527
티라유텍,2018,12380815148,8220624561,20601439709,5713046004,7765360694,13478406698,300000000,5578322071,7123033011,22771033643,1714365524,1525423952
티로보틱스,2020,35568035715,40292076845,75860112560,32507804584,10417689290,42925493874,5926724000,-5361179200,32934618686,66356725354,3490643244,-1188895651
티로보틱스,2019,41144142591,37070155890,78214298481,24050525152,23819539020,47870064172,2789714500,-4345645803,30344234309,51553280721,-3997571001,-3373264323
티로보틱스,2018,43532667201,18475844156,62008511357,22879490072,6770876132,29650366204,2699729500,-764308566,32358145153,66524525225,5641813172,5193142477
티비씨,2018,,,,,,,,,,,,
티사이언티픽,2017,25208359993,20069024580,45277384573,26733232114,9174541496,35907773610,10360384000,-21765500930,9369610963,44382401992,-3301087499,-4718832223
티사이언티픽,2020,28839842867,79876420125,1.09E+11,15775094495,9239518411,25014612906,23413108500,-13530708636,83701650086,9518948305,725159562,652377354
티사이언티픽,2019,13706854358,64310705111,78017559469,23352813514,379512602,23732326116,20247377500,-14217459211,54285233353,7690403737,2031391034,5290351947
티사이언티픽,2018,45370920113,25014198905,70385119018,38536650148,219069052,38755719200,16849320000,-19462752937,31629399818,5213667709,-1411380251,2339026418
티씨케이,2017,1.01E+11,67934492577,1.69E+11,22814802771,525892987,23340695758,5837500000,1.33E+11,1.45E+11,1.30E+11,47730492348,37299877925
티씨케이,2020,1.98E+11,1.11E+11,3.09E+11,36813969241,1300214620,38114183861,5837500000,2.58E+11,2.70E+11,2.28E+11,80266434396,60513889853
티씨케이,2019,1.55E+11,95844540758,2.51E+11,29769167886,642439993,30411607879,5837500000,2.08E+11,2.20E+11,1.71E+11,59171215398,46830053413
티씨케이,2018,1.44E+11,70082592407,2.14E+11,29464497079,536959328,30001456407,5837500000,1.72E+11,1.84E+11,1.71E+11,59075767926,46856951859
티앤알바이오팹,2020,42834048471,5671111796,48505160267,1209345080,1243604078,2452949158,5211622500,-25657253252,46052211109,6805106846,-5508991545,-5604364797
티앤알바이오팹,2019,22877001784,4210657981,27087659765,899495397,1431001281,2330496678,4173845000,-20048996654,24757163087,1287125787,-6859661356,-6250991952
