기업,연도,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,이익잉여금,자본총계,매출액,영업이익,당기순이익
위지윅스튜디오,2019,40868633766,68331476242,1.09E+11,30535360147,8202769555,38738129702,4785976500,9907067339,70461980306,46404117221,6631458880,6509732060
위지윅스튜디오,2018,35192454605,24073387426,59265842031,2538269526,12610000000,15148269526,4399030000,4313530179,44117572505,0,0,0
위지트,2017,26835538403,59058774942,85894313345,11573261778,12708527648,24281789426,36374656500,14505109717,61612523919,39171021899,4188700847,4473890047
위지트,2020,18907562529,96497531876,1.15E+11,19269839038,4932802280,24202641318,45115692500,24032455470,91202453087,30057413446,-1419923457,7788439844
위지트,2019,17227103066,87068235144,1.04E+11,24133874706,8015678509,32149553215,40632857500,15727440985,72145784995,31658925863,-1057537636,-5588828434
위지트,2018,28058876890,73939123736,1.02E+11,16942389447,17689163113,34631552560,36374656500,20597917066,67366448066,44761863227,4885224405,6377253314
윈스,2017,73686301252,59908430744,1.34E+11,16873835136,22537574593,39411409729,5739365500,51788987998,94183322267,71987776219,7460710575,7720533183
윈스,2020,97354176110,79760392316,1.77E+11,43479377896,2956664671,46436042567,6099031500,85404713255,1.31E+11,93859708671,18725371657,18338256582
윈스,2019,82023162690,84968822686,1.67E+11,49460802075,1794123744,51254925819,6069781500,71027050091,1.16E+11,82104735025,15393560459,14983241021
윈스,2018,75165793712,78413013095,1.54E+11,15715575801,33745386721,49460962522,6044031500,59934752097,1.04E+11,70658808686,10922393468,11500957199
윈텍,2018,,,,,,,,,,,,
윈팩,2017,20989222697,50167624238,71156846935,37140517249,797615805,37938133054,17045609000,-21923243701,33218713881,47151571191,-3608196381,-7132505705
윈팩,2020,22461559479,1.12E+11,1.34E+11,55542135412,26713531666,82255667078,19146275000,-6007692478,51965561707,1.10E+11,5339062232,5147816131
윈팩,2019,20609832321,96868514658,1.17E+11,39229043092,31200924161,70429967253,18625442500,-11155508609,47048379726,97926800195,7824607804,9293420144
윈팩,2018,11617413619,63456304531,75073718150,37613822353,278041021,37891863374,18041624500,-20448928753,37181854776,67512063182,2436523751,1474314948
윈하이텍,2017,49964605589,52801454683,1.03E+11,26217081958,24681584904,50898666862,4931544500,30445277596,51867393410,68571219516,4691638399,3868482925
윈하이텍,2020,41824868376,54534540426,96359408802,34631689893,11207628302,45839318195,5328448000,28983861795,50520090607,75697119407,-8212461493,-1454732979
윈하이텍,2019,41323361594,71649903832,1.13E+11,50366204223,10249153568,60615357791,5328448000,28171872447,52357907635,84575176061,-5308172364,-7755469218
윈하이텍,2018,66510369268,58431688896,1.25E+11,47711709624,19991765398,67703475022,4931544500,35816467328,57238583142,95230103361,9129454298,6402719763
윌링스,2020,28667438114,15495976690,44163414804,6052314259,1901964886,7954279145,2431000000,21520656100,36209135659,63238933014,-110160495,320336576
윌링스,2019,34069250408,14660706806,48729957214,8457577664,4033705298,12491282962,2431000000,21718426810,36238674252,42871637196,3481271899,3090075958
윌링스,2018,20750939947,23364428374,44115368321,14515417497,8503444586,23018862083,1926315000,18902455761,21096506238,54326980315,5141320789,4294114143
윙입푸드,2020,602413089,301662335,904075424,144826530,22292442,167118972,257462501,479493951,736956452,763419946,101234220,76377985
윙입푸드,2019,632440904,129066101,761507005,141611830,15646605,157258435,198402568,405846002,604248570,661962917,112537059,60667466
윙입푸드,2018,554977960,121221939,676199899,148726433,11414523,160140956,160047736,356011207,516058943,577977424,167768968,120363009
유네코,2017,28191589303,77126011986,1.05E+11,41680849045,14653394037,56334243082,4874170000,15695019728,48983358207,23710740352,2408651309,-2486159400
유네코,2020,8379371148,41294015096,49673386244,41929980117,4793592092,46723572209,13345804000,-76044449491,2949814035,10718072163,-11078521486,-28468802561
유네코,2019,13863945316,61490048141,75353993457,50325554205,13161576759,63487130964,6680541500,-47528274468,11866862493,18720579170,-1815550295,-11217815483
유네코,2018,15701083496,67415690838,83116774334,30133166649,35815225152,65948391801,6329603500,-36361890129,17168382533,14661965796,-8469659124,-43381849283
유니셈,2017,96888156436,33107349474,1.30E+11,42196062965,1000000000,43196062965,15332111500,57439243500,86799442945,2.09E+11,29962505556,22256522619
유니셈,2020,1.49E+11,48238380915,1.97E+11,46985025328,3000958647,49985983975,15332111500,1.18E+11,1.47E+11,2.15E+11,32223195856,20541504074
유니셈,2019,1.28E+11,40106269439,1.68E+11,41008312166,2928143271,43936455437,15332111500,97839456989,1.24E+11,1.79E+11,23982988751,21262075043
유니셈,2018,1.07E+11,34019181060,1.41E+11,37033245086,0,37033245086,15332111500,77542123858,1.04E+11,2.14E+11,26097567616,20561175716
유니슨,2017,95092445021,1.42E+11,2.67E+11,1.86E+11,20323551910,2.22E+11,39932943000,-10565570645,44797342416,1.87E+11,16076235548,1115014282
유니슨,2020,79685423957,1.77E+11,2.57E+11,69416539161,1.12E+11,1.81E+11,60619650500,-51596906369,75720995985,80168052970,-11707034486,-23414425514
유니슨,2019,61194527586,1.75E+11,2.36E+11,77586749531,87570976585,1.65E+11,48681791000,-28182480855,71195148988,75933109081,-13794626944,-4088702410
유니슨,2018,55565974882,1.74E+11,2.30E+11,1.37E+11,20157301408,1.58E+11,48681791000,-24093778445,72018869872,1.65E+11,957192258,-14447570472
유니온커뮤니티,2017,31009047798,17744034157,48753081955,10376600894,6980944167,17357545061,7339503500,8820894815,31395536894,37341656042,2235547613,1800672533
유니온커뮤니티,2020,41001147783,17775617694,58776765477,18568657920,4646053018,23214710938,7339503500,14965811137,35562054539,43789955558,2351310642,2187256963
유니온커뮤니티,2019,36973448031,17529599619,54503047650,14967459627,4960141539,19927601166,7339503500,13938588319,34575446484,40989879580,3482431153,4091766261
유니온커뮤니티,2018,30699930147,17572177618,48272107765,11521185419,4351600886,15872786305,7339503500,10679875466,32399321460,35975303183,3232604113,3559060108
유니크,2018,,,,,,,,,,,,
유니테스트,2017,1.07E+11,42398610182,1.50E+11,46778202444,10608344716,57386547160,10567063000,59101917444,92393613032,1.69E+11,32570783878,24045718148
유니테스트,2020,1.26E+11,72853189178,1.99E+11,23278975851,19469510370,42748486221,10567063000,1.21E+11,1.56E+11,1.23E+11,2678559206,1228704356
유니테스트,2019,1.34E+11,61691323340,1.96E+11,16963178144,17943081474,34906259618,10567063000,1.24E+11,1.61E+11,1.98E+11,29972326193,25418563824
유니테스트,2018,1.33E+11,56875561673,1.90E+11,31370220742,17383962570,48754183312,10567063000,1.07E+11,1.41E+11,2.82E+11,71483759995,52483750014
유니테크노,2017,39091583485,36372619537,75464203022,17106735976,3123184930,20229920906,,,55234282116,66136338490,6903145107,6202733164
유니테크노,2020,52699008136,75443402106,1.28E+11,40584541486,11315090055,51899631541,5963760000,58001113970,76242778701,75426976312,6006945306,9849054886
유니테크노,2019,45834343255,69319681000,1.15E+11,28330410051,20499015425,48829425476,5963760000,48679748192,66324598779,82053819326,5974085726,5546481437
유니테크노,2018,44423243999,65445857404,1.10E+11,18126396983,27998185413,46124582396,5963760000,43093414835,63744519007,66371152056,6096182454,5558480433
유니트론텍,2017,60699178733,6427613203,67126791936,34279823404,309104553,34588927957,4965975000,25936283554,32537863979,1.77E+11,5346483178,3016089445
유니트론텍,2020,1.20E+11,42807624759,1.62E+11,85554603887,21364077370,1.07E+11,6038821500,33980109433,55417383786,2.91E+11,6249229683,520432152
유니트론텍,2019,94781857969,19826133475,1.15E+11,66929114535,1925503413,68854617948,5325928500,33523422151,45753373496,2.84E+11,10209218584,2476429570
유니트론텍,2018,84972554396,18794992091,1.04E+11,53520945044,10016738099,63537683143,4965975000,31397272377,40229863344,2.35E+11,6253143960,5904317728
유라테크,2017,63361053852,68051738297,1.31E+11,22230008944,5646472491,27876481435,5760000000,95641435315,1.04E+11,1.94E+11,1372163965,3500864042
유라테크,2020,72310044733,64066200825,1.36E+11,20019730305,3850534855,23870265160,5760000000,1.03E+11,1.13E+11,1.80E+11,-2052450346,4436628257
유라테크,2019,68033004903,64867379643,1.33E+11,20407729122,4792759679,25200488801,5760000000,98349904720,1.08E+11,2.03E+11,2232743331,2313513648
유라테크,2018,61142652275,68336340548,1.29E+11,18764591965,2679958892,21444550857,5760000000,98942492343,1.08E+11,1.98E+11,434303856,4479801312
유바이오로직스,2017,15240314861,11612096535,26852411396,5652046321,3048443043,8700489364,12224743000,-35227442400,18151922032,11567747403,-4348318584,-4715309435
유바이오로직스,2020,71406864092,84548406470,1.56E+11,35197156912,23881578820,59078735732,17432746000,,96876534830,28489676012,-5962319183,-60134488690
유바이오로직스,2019,17431120670,75334272604,92765393274,27491496272,30321905282,57813401554,13396246500,,34951991720,33072579699,9809354799,-881624055
유바이오로직스,2018,27644817900,40592737388,68237555288,23751373343,18941790073,42693163416,12783043000,,25544391872,24891999062,5312039384,3780519903
유비벨록스,2017,51493093043,75503701608,1.27E+11,56991337700,2420447566,59411785266,3557848500,16985227769,67585009385,99361947085,1919353043,-10296982026
유비벨록스,2020,1.86E+11,1.31E+11,3.18E+11,1.00E+11,23231043604,1.23E+11,3557848500,33438392493,1.94E+11,2.86E+11,17089955501,12584787786
유비벨록스,2019,1.61E+11,1.31E+11,2.92E+11,84746468996,24448670594,1.09E+11,3557848500,26315165940,1.83E+11,2.79E+11,7755524608,7660303518
유비벨록스,2018,1.67E+11,1.29E+11,2.96E+11,1.03E+11,15901494573,1.19E+11,3557848500,20753336498,1.76E+11,1.09E+11,1670028658,1367685137
유비케어,2017,50652852852,18433852110,69086704962,20070247162,2419375031,22489622193,20143235000,19644391104,46597082769,82091101258,7507284056,3540826480
유비케어,2020,1.06E+11,48159889000,1.54E+11,33794761808,10898624334,44693386142,26098569500,33526304909,1.09E+11,1.08E+11,13409068958,6848983162
유비케어,2019,97956099139,38790561725,1.37E+11,29207511846,1663863534,30871375380,26098569500,29406436026,1.06E+11,1.11E+11,12354231137,7334986397
유비케어,2018,87984177269,41960018997,1.30E+11,23870448143,1645754143,25516202286,26098569500,25232974594,1.04E+11,99897853295,9560079252,6088031593
유비쿼스,2017,67545192612,22809286229,90354478841,17832796249,4753463600,22586259849,2561977500,12249842781,67768218992,76227795088,13791450448,12249842781
유비쿼스,2020,1.20E+11,22385610670,1.42E+11,34094476408,5880365276,39974841684,5122853000,46274615702,1.02E+11,1.10E+11,18961066096,16098578794
유비쿼스,2019,98678593054,29073198096,1.28E+11,34342278296,5242070824,39584349120,2561977500,32480824858,88167442030,1.04E+11,12218124393,11138696135
유비쿼스,2018,82474535474,29438489348,1.12E+11,26980443845,4843635923,31824079768,2561977500,24415179323,80088945054,95274468463,16690312674,14883174305
유비쿼스홀딩스,2017,90625162006,70437251957,1.61E+11,3465724036,1857053220,5322777256,8038022500,3.06E+11,1.56E+11,7773041810,1566269109,96694231555
유비쿼스홀딩스,2020,2.19E+11,99397224636,3.18E+11,35567981790,7887265248,43455247038,10348314000,3.15E+11,2.75E+11,1.21E+11,21631888338,18971251565
유비쿼스홀딩스,2019,1.95E+11,1.00E+11,2.95E+11,34280291545,5766154779,40046446324,10348314000,3.08E+11,2.55E+11,1.12E+11,13687851414,13911860744
유비쿼스홀딩스,2018,1.73E+11,1.06E+11,2.79E+11,27726886455,5581124471,33308010926,10348314000,3.03E+11,2.46E+11,86222033770,17421753708,16668486257
유성티엔에스,2017,1.62E+11,2.05E+11,3.68E+11,1.80E+11,18194851384,1.98E+11,11361617500,1.00E+11,1.69E+11,4.34E+11,13115089892,12028448173
유성티엔에스,2020,82470730467,3.83E+11,4.66E+11,1.58E+11,42664815431,2.01E+11,13606790000,1.89E+11,2.64E+11,2.94E+11,3533767509,56432613709
유성티엔에스,2019,1.27E+11,2.70E+11,3.97E+11,1.68E+11,24285998619,1.93E+11,13606790000,1.35E+11,2.05E+11,3.58E+11,7445658113,21726157122
유성티엔에스,2018,1.60E+11,2.08E+11,3.68E+11,1.72E+11,13815025187,1.86E+11,13606790000,1.13E+11,1.82E+11,3.93E+11,5584417475,12160339595
유신,2018,,,,,,,,,,,,
유아이디,2017,19841102756,34428030894,54269133650,18461975278,110000000,18571975278,5943896000,20692778103,35697158372,8921890616,-4786896028,-8650932681
유아이디,2020,14170483847,29301435916,43471919763,31564320405,1996537761,33560858166,5943896000,-7767085126,9911061597,46610840836,-2847819442,-8742040304
유아이디,2019,9173122301,45108174651,57326296952,39778995762,1554672892,41333668654,5943896000,281238006,15992628298,25786990464,-5399927139,-13772738628
유아이디,2018,11365046341,29301463093,40666509434,12157449726,110000000,12267449726,5943896000,13418308935,28399059708,4885846719,-4153562398,-7274469168
유아이엘,2017,1.51E+11,93623982910,2.44E+11,55420986608,14697446857,70118433465,11142469000,1.38E+11,1.74E+11,4.80E+11,24336005563,15292215477
유아이엘,2020,1.13E+11,99375250912,2.13E+11,49174741117,12920466370,62095207487,11142469000,1.21E+11,1.51E+11,3.01E+11,-12718503522,-10920317452
유아이엘,2019,1.06E+11,1.06E+11,2.12E+11,27102375972,14826099572,41928475544,11142469000,1.37E+11,1.70E+11,4.08E+11,8864171288,8230238750
유아이엘,2018,1.26E+11,94312899510,2.20E+11,37695819675,14540222145,52236041820,11142469000,1.37E+11,1.68E+11,4.24E+11,8371817340,9401206172
유에스티,2018,,,,,,,,,,,,
유일로보틱스,2018,,,,,,,,,,,,
유일에너테크,2020,27699996954,13071174634,40771171588,13799631275,6692633271,20492264546,4404697000,10972749415,20278907042,59018468564,7715352779,4762885069
유일에너테크,2019,52668199798,10274590818,62942790616,44153848775,7968012053,52121860828,385027000,6209864346,10820929788,47014942818,11401227877,8163917904
유일에너테크,2018,26764960926,7554697796,34319658722,31350481216,4519147152,35869628368,350000000,-1854053558,-1549969646,17438899638,-1067497318,-970459854
유진기업,2018,,,,,,,,,,,,
유진로봇,2017,85063492856,31901423428,1.17E+11,27417071049,15518317383,42935388432,18555546500,-933963851,74029527852,64954552888,-1302264152,-4065222383
유진로봇,2020,49076369293,27608443910,76684813203,28209428500,8582591068,36792019568,18756076000,-10042986479,39892793635,57693783365,-8812735923,-10603424775
유진로봇,2019,59466441259,29738589646,89205030905,28088970535,10776543714,38865514249,18756076000,-15366225678,50339516656,70400205432,-15158909659,-21414774392
유진로봇,2018,72655091260,35057870650,1.08E+11,24644026847,10964208403,35608235250,18756076000,1580910017,72104726660,81747626423,-1529095006,-2464412972
유진테크,2017,1.57E+11,1.09E+11,2.66E+11,30786045372,3869136093,34655181465,11458021000,2.27E+11,2.31E+11,1.30E+11,25725535616,27378454095
유진테크,2020,1.60E+11,1.34E+11,2.94E+11,32372732783,12584392467,44957125250,11458021000,2.26E+11,2.49E+11,2.03E+11,22286444623,9856634287
유진테크,2019,1.49E+11,1.30E+11,2.78E+11,23492977997,9601361902,33094339899,11458021000,2.26E+11,2.45E+11,2.05E+11,23813957940,10808360718
유진테크,2018,1.49E+11,1.24E+11,2.73E+11,33016587359,3732266301,36748853660,11458021000,2.27E+11,2.37E+11,2.20E+11,40803249331,20688885768
유테크,2017,31541465255,50988949463,82530414718,46619714412,19100714447,65720428859,5527234500,-10632420648,16809985859,31989693181,-8804161233,-18555067084
유테크,2020,30944366205,7204308678,38148674883,7346776647,1456277574,8803054221,17296920500,-49025061565,29345620662,36531829028,2044100491,-9634496750
유테크,2019,32051319946,9911670889,41962990835,17989998157,1843819133,19833817290,12284385500,-39782053243,22129173545,33339703753,-7998689575,-5752289671
유테크,2018,15609480845,40244241749,55853722594,33254283542,12052075395,45306358937,8692241500,-37076847285,10547363657,52577681062,-11620146155,-28755092121
유티아이,2017,41648581058,28464429036,70113010094,13296835282,1641790000,14938625282,2666072500,21253970783,55174384812,50909071718,14753642128,10779136676
유티아이,2020,40965502773,50278869332,91244372105,30554720563,2425749020,32980469583,8103447500,29042115052,58263902522,59605293941,768679424,550717442
유티아이,2019,37888508798,44948327866,82836836664,18083466741,2874557727,20958024468,7932447500,30047804910,61878812196,63087225111,6335967325,4917577024
유티아이,2018,40780447480,36950704367,77731151847,14739808623,3445327400,18185136023,7932447500,26690261286,59546015824,47977085898,8046010203,6449398053
유틸렉스,2020,69207709483,36328962438,1.06E+11,41206338560,5815427445,47021766005,7849744000,-74688606882,58514905916,,-24888214519,-28768240964
유틸렉스,2019,44573560093,31436447500,76010007593,2688676846,10493706614,13182383460,3652627500,-45920365918,62827624133,,-18335384553,-17131242044
유틸렉스,2018,63595832672,21467834520,85063667192,6899063484,669787344,7568850828,3631789000,-28789123874,77494816364,,-13727827065,-13233365847
육일씨엔에쓰,2017,78107595943,58692219610,1.37E+11,92034355299,16000794416,1.08E+11,4261490000,15420633955,28764665838,1.48E+11,15564119137,13646582837
육일씨엔에쓰,2020,27511511403,46881240854,74392752257,55844230433,2421433418,58265663851,5861591000,-13079721208,16127088407,76449801361,-17231021899,-21526422158
육일씨엔에쓰,2019,27390651832,63312279639,90702931471,49446594486,4367962151,53814556637,5861591000,8324462374,36888374834,61581943936,-9153380462,-7840469235
육일씨엔에쓰,2018,46142195334,60393343787,1.07E+11,57763226299,4582169527,62345395826,5861591000,15902032972,44190143295,93418154064,2736607209,234291119
율호,2017,36033632491,8458856917,44492489408,22593063130,140956295,22734019425,15154841500,-21012516354,21758469983,56398147326,-6863757095,-7755795511
율호,2020,46711262755,14419192796,61130455551,28638161972,4736711987,33374873959,18338464000,-26031376790,27755581592,83182866661,1545108050,1088099617
율호,2019,50938193161,11408113342,64001089172,32006447602,6188207229,38194654831,17978759000,-27157689057,25806434341,63739925534,1588601798,-887871538
율호,2018,33057444885,9959948864,43017393749,16048132299,1853887876,17902020175,17978759000,-24921850848,25115373574,55246806993,702745167,-2483306303
이건홀딩스,2017,72487510170,1.86E+11,2.58E+11,1.27E+11,32740925724,1.59E+11,14327078000,65384117264,98623748731,2.07E+11,6127810806,2861768556
이건홀딩스,2020,1.36E+11,5.08E+11,6.45E+11,2.15E+11,1.53E+11,3.68E+11,22584709000,81277140795,2.78E+11,4.14E+11,7513242538,907684863
이건홀딩스,2019,1.49E+11,5.31E+11,6.80E+11,2.59E+11,1.36E+11,3.95E+11,22584709000,82493166500,2.85E+11,4.70E+11,16612892919,4875862669
이건홀딩스,2018,1.70E+11,5.07E+11,6.77E+11,2.86E+11,1.23E+11,4.08E+11,22584709000,78775379348,2.69E+11,3.08E+11,13146175344,13493588624
이글루,2017,32266103863,17082011839,49348115702,7607171167,200000000,7807171167,5498059500,10035249632,41540944535,,3103171985,4183121292
이글루,2020,48806721188,11936438486,60743159674,8909722941,1793312948,10703035889,5498059500,22191307779,50040123785,,4887245486,4935763295
이글루,2019,48148083037,11269970741,59418053778,10523003765,454989860,10977993625,5498059500,18657998557,48440060153,,1691971406,1980544465
